Name,Title,Description
Early Childhood Education (ECED),ECED 4300.  Teaching Language Arts in Early Childhood Education.  3 Hours.,"Prerequisite: ECSE 2999. The application of methods for teaching listening, speaking, reading, writing, viewing, and visually representing in early childhood. Emphasis is placed on methods of process writing for the genres of journal, descriptive, letter, biographical, narrative, and poetic writing."
Economics (ECON),ECON 1500.  Survey of Economics.  3 Hours.,A survey of basic economic concepts with applications to public policy issues.
Economics (ECON),ECON 2105.  Principles of Macroeconomics.  3 Hours.,"An introduction to macroeconomic concepts and their application to aggregate economic activity. Factors influencing rates of economic growth, employment, and inflation are emphasized. Measures of aggregate economic activity and policies to control it are covered."
Economics (ECON),ECON 2106.  Principles of Microeconomics.  3 Hours.,"An introduction to microeconomic concepts and their application to the behavior of individuals, firms, and market groups. Special emphasis is placed on market analysis, production and cost concepts, profit analysis, and market structure. Current microeconomic issues, including market failures and the role of government in markets, are covered."
Economics (ECON),ECON 3001.  Mathematics for Economists.  3 Hours.,"Prerequisite: ECON 2106 with a grade of ""C"" or better. Introduction to mathematical concepts and techniques used in economic analysis. Topics covered will include algebraic analysis of supply and demand, calculus, and their applications to economic theory."
Economics (ECON),ECON 3400.  Public Finance and Fiscal Policy.  3 Hours.,"Prerequisite:  ECON 2106 with a grade of ""C"" or better.  Comprehensive treatment of economic theory and applications in the field of public finance and fiscal policy.  Included the study of market failure, the provision of public goods, benefit/cost analysis, public expenditures, and the principles of government finance."
Economics (ECON),ECON 3450.  Sports Economics.  3 Hours.,"Prerequisite: ECON 2106 with a grade of ""C"" or better.. Applications of microeconomic principles to the sports industry. The course emphasizes the industrial organization, public finance, and labor market outcomes of the sports industry. Topics include profit-maximization of sports franchises, broadcasting rights, competitive balance, the value of talent, and sports in the not-for-profit sector."
Economics (ECON),ECON 3600.  International Economics.  3 Hours.,"Prerequisites: ECON 2105 and ECON 2106 both with a grade of ""C"" or better. Survey of the international exchange of goods, services and financial instruments, and international economic integrations, and the trade policies that affect this exchange."
Economics (ECON),ECON 3610.  Trade and Culture: An Economics Perspective.  3 Hours.,"An introduction to international economics through a study abroad experience.  Coursework before departure includes an introduction to trade patterns, international trade organizations, comparative advantage, trade barriers, and exchange rates.  In country experiences include visits to companies, places of historical significance, and places of cultural significance to the chosen country.  This course may be repeated once for credit in a different country.  This course may not be taken concurrently with ECON 3600 or ECON 3600H.  This course is open to business and non-business majors who have completed at least 45 hours."
Economics (ECON),ECON 3750.  Money and Banking.  3 Hours.,"Prerequisite: ECON 2105 with a grade of ""C"" or better. Analysis of financial intermediaries, instruments and markets in determining the level and distribution of economic activity."
Economics (ECON),ECON 3800.  Environmental Economics.  3 Hours.,"Prerequisite:  ECON 2106 with a grade of ""C"" or better.  Application of microeconomic principles to environmental and natural resource policy.  Topics include: economic efficiency and market failure, valuing the environment, pollution control, exhaustible and renewable resource policy waste and toxic substance disposal, and the effect of industry and agriculture on the environment."
Economics (ECON),ECON 3810.  Health Economics.  3 Hours.,"Prerequisite:  ECON 2106 with a grade of ""C"" or better.  Introduction to the economics of health care.  Topics include health insurance and its impact on demand for medical services; moral hazard; adverse selection; healthcare spending, and the government's role in regards to health and health care, etc."
Economics (ECON),ECON 3820.  Experimental Economics.  3 Hours.,"Prerequisites:  ECON 2106 or ECON 1500 with a grade of ""C"" or better.  An introduction to the use of experimental methods in economics.  Coverage will include design of experiments, analysis of experimental data and interpretation of results, application in microeconomic topic areas, and overview of existing findings.  Students will gain hands-on experience as they conduct and participate in computerized laboratory experiments."
Economics (ECON),ECON 3860.  Labor Economics and Labor Relations.  3 Hours.,"Prerequisite:  ECON 2106 with a grade of ""C"" or better.  Investigation of the workings and outcomes of the labor market.  Topics include the determination of wages, wage differentials, the impact of unions, and the process of collective bargaining."
Economics (ECON),ECON 4000.  Introduction to Econometrics and Data Analysis.  3 Hours.,"Prerequisites:  ECON 2105, ECON 2106, BUSA 2100, and DATA 3100 each with a grade of ""C"" or better..  Introduction to applied research and quantitative analysis. The course includes the components of a research paper, data sources, software used for empirical research, and basic statistical and econometric techniques widely used in modern economic research."
Economics (ECON),ECON 4100.  Economics of Business and Work.  3 Hours.,"Prerequisites:  ECON 2105 and ECON 2106 both with a grade of ""C"" or better. Analysis of major decision-making areas within the firm. Topics include labor markets; minimum wages; unemployment; labor demand; monopsony; monopoly; oligopoly; profit maximization in the different market structures; and price discrimination."
Economics (ECON),ECON 4500.  Growth and Business Cycles.  3 Hours.,"Prerequisites: ECON 2105 and ECON 2106 both with a grade of ""C"" or better. Analysis of the factors that influence national income, long-run economic growth, unemployment, and inflation. Using various macroeconomic models, students use analytic tools to evaluate the sources of long-run growth and business cycle fluctuations."
Economics (ECON),ECON 4800.  Current Issues in Economics.  3 Hours.,"Prerequisites: ECON 2105 and ECON 2106 both with a grade of ""C"" or better. Study of a specific, current topic or topics in the field of economics. May be repeated once for additional credit with prior approval of advisor and instructor if different topics are covered in the subsequent course."
Economics (ECON),ECON 4980.  Economics Internship.  3 Hours.,Prerequisites: Faculty approval.  Graded “Satisfactory” or “Unsatisfactory.” The application of skill related to the academic discipline of economics in an employment situation. A written reflection and an employer evaluation is required.
Economics (ECON),ECON 4990.  Directed Study in Economics.  3 Hours.,Prerequisites:  Faculty Approval.  Directed research or reading in economics.  Proper form must be submitted to the Dean of the College of Business Administration at least two weeks before the beginning of the semester.
Education (EDUC),EDUC 2000.  Written and Verbal Communication for Education.  3 Hours.,"Practice and application of techniques in verbal and written communication specifically for the P-12 classroom.  The use of standardized English will be emphasized in speaking, reading, writing, and listening."
Education (EDUC),EDUC 2110.  Investigating Critical and Contemporary Issues in Education.  3 Hours.,"Observations, interactions, and analyses of critical and contemporary educational issues. Students will investigate issues influencing the social and political contexts of educational settings in Georgia and the United States. Students will actively examine the teaching profession from multiple vantage points both within and outside the school. Against this backdrop, students will reflect on and interpret the meaning of education and schooling in a diverse culture and examine the moral and ethical responsibilities of teaching in a democracy. Successful completion of 10 hours of field experience is required."
Education (EDUC),EDUC 2120.  Exploring Socio-Cultural Perspectives on Diversity.  3 Hours.,"Fundamental knowledge of understanding culture and teaching children from diverse backgrounds. Specifically, this course is designed to examine the nature and function of culture; the development of individual and group cultural identity; definitions and implications of diversity; and the influences of culture on learning, development, and pedagogy. Successful completion of 10 hours of field experience is required."
Education (EDUC),EDUC 2130.  Exploring Learning and Teaching.  3 Hours.,"The study of educational psychology concepts through examination of learning and teaching processes, with the goal of applying this knowledge to enhance the learning of all students in a variety of educational settings and contexts. Successful completion of 10 hours of field experience is required."
Education (EDUC),EDUC 2999.  Teacher Education Requirements.  0 Hours.,"Graded ""Satisfactory"" or ""Unsatisfactory"".  A required non-credit course for all teacher education candidates pursuing a VSU recommendation for initial certification; must be successfully complete prior to admission to teacher education.  Candidates are required to establish an electronic portfolio and provide evidence that all teacher education admission requirements have been satisfactorily met.  If an ""unsatisfactory"" grade is earned, the course must be repeated until a ""Satisfactory"" grade is received."
Education (EDUC),EDUC 3110.  Integrating Technology in Education.  2 Hours.,"Prerequisites:  EDUC 2999 and minimum undergraduate GPA of 2.75.  A study integrating technology into the curriculum. The course focuses on advancing a learner's systematic, progressive migration to a student-centered, technology-empowered classroom."
Electronic Technologies (ETEC),ETEC 1101.  Electronic Technology in the Educational Environment.  2 Hours.,"This course is an introduction to using personal computers to communicate with individuals and organizations and to access, store, and analyze information.  Emphasis is on exploring the role of technology in present and future learning experiences.  Topics include the digital divide, virtual communities, telecommuting, job search and readiness, e-commerce, globalization, privacy versus security, and intellectual property in cyberspace.  Students will sue their practical technology skills to create word-processed documents, an electronic presentation, and a web page."
Elementary Education (ELED),ELED 2200.  Foundations of Mathematics for Elementary Teachers.  3 Hours.,"A study of concepts and processes underlying the P-5 school mathematics curriculum with special emphasis on fractions, multiplication, division, computational algorithms, measurement, and geometry."
Elementary Education (ELED),ELED 2500.  Survey of Science Standards for Elementary Education.  3 Hours.,"An introduction to the fundamental concepts of scientific literacy through an examination of the National Science Education Standards (NSES), the Next Generation Science Standards (NGSS), and the Georgia Standards of Excellence (GSE).  Students will develop a basic understanding of practices, concepts, and ideas necessary for effective elementary science teaching."
Elementary Education (ELED),ELED 2999.  Entry to Education Profession.  0 Hours.,"Graded ""Satisfactory"" or ""Unsatisfactory"".  A required non-credit course for all teacher education candidates pursuing a VSU recommendation for initial certification; must be successfully complete prior to admission to teacher education.  Candidates are required to establish an electronic portfolio and provide evidence that all teacher education admission requirements have been satisfactorily met.  If an ""unsatisfactory"" grade is earned, the course must be repeated until a ""Satisfactory"" grade is received."
Elementary Education (ELED),ELED 3110.  Integrating Technology in Elementary Education.  2 Hours.,"Prerequisite:  Admission to the ELED professional program.  A study of how to integrate technology into the curriculum.  The course focuses on advancing a learner's systematic, progressive migration to a student-centered, technology-empowered classroom.  Central theme is integrating technology into the curriculum."
Elementary Education (ELED),ELED 3190.  Elementary Education Practicum and Seminar:  PreK-K.  2 Hours.,"Prerequisites: EDuC 2999 course, and minimum GPA of 2.75. Pre-K or K classroom experiences supervised by mentor teachers and university supervisor; debriefing seminars on the implementation of developmentally appropriate content, appropriate classroom management techniques, appropriate teaching formats and strategies, and professional behavior; and observation of teaching and management strategies."
Elementary Education (ELED),ELED 3300.  Mathematics Methods in Elementary Education.  3 Hours.,"Prerequisites:  Appropriate 2999 course, and minimum GPA of 2.75. Recent developments in curriculum and methods on instruction of contemporary school mathematics in grades P-5, including the use of manipulative materials, technology, and other resources."
Elementary Education (ELED),ELED 3500.  Introduction to Developmentally Appropriate Practice.  3 Hours.,"Prerequisite:  EDUC 2999.  An introduction to developmentally appropriate practice (DAP) including considerations for age appropriateness, individual appropriateness, and relevance of teaching strategies and environments to the social and cultural contexts of the children's lives."
Elementary Education (ELED),ELED 3501.  Social Emotional Learning and Classroom Management.  3 Hours.,"Prerequisites:  EDUC 2999.  A study of the foundations of social-emotional development, examining appropriate and developmental strategies for classroom management for grades PK-5."
Elementary Education (ELED),ELED 3600.  Technology for Learning.  3 Hours.,"Prerequisites:  EDUC 2999.  A study of technology integration in curriculum to advance a learner's systematic migration to a student-centered, technology-empowered classroom."
Elementary Education (ELED),ELED 3601.  Emergent Literacy through Children's Literature.  3 Hours.,"Prerequisites:  EDUC 2999.  A study of methods for using children's literature to develop life-long readers, focusing on integrating emergent literacy skills into aesthetic appreciation and creative expression."
Elementary Education (ELED),ELED 3690.  Elementary Education Practicum and Seminar:  Grades 4-5.  2 Hours.,"Prerequisites:  EDUC 2999 course, minimum GPA 2.75, and grade of ""C"" or better in ELED 3190. Grade 4-5 classroom experiences supervised by mentor teachers and university supervisors; debriefing seminars on the implementation of developmentally appropriate content, appropriate classroom management techniques, appropriate teaching formats and strategies, and professional behavior; and observation of teaching strategies."
Elementary Education (ELED),ELED 3700.  Science of Reading.  3 Hours.,"Prerequisites:  EDUC 2999.  An introduction to content, theoretical perspectives, and evidence-based strategies for teaching children in the primary grades to read and write.  Major topics include the reading process, phonemic awareness, phonics, comprehension, fluency, and vocabulary."
Elementary Education (ELED),ELED 3701.  Differentiated Instruction.  3 Hours.,"Prerequisites:  EDUC 2999.  A study of the impact on student achievement in diverse populations of differentiating content, process, product, and assessment.  The course focuses on the knowledge and skills needed to design a differentiated classroom and to articulate the rationale for and results of its implementation."
Elementary Education (ELED),ELED 3800.  Planning for Effective Teaching and Learning.  3 Hours.,"Prerequisites:  EDUC 2999.  An introduction to the basic principles of instructional design and lesson planning, emphasizing the interrelationships among content standards, instructional objectives, planning, and assessment.  The course focuses on evidence-based practices and theories in education."
Elementary Education (ELED),ELED 3801.  Assessment to Promote Student Learning.  3 Hours.,"Prerequisites:  EDUC 2999.  A study of the curriculum and assessment strategies needed for effective teaching and learning in the PK-5 classroom.  Candidates will develop reliable and valid assessments, make instructional plans and decisions based on data, and measure students' mastery of learning."
Elementary Education (ELED),ELED 3900.  Teaching Math Methods for Elementary Ed Part I.  3 Hours.,"Prerequisites:  EDUC 2999.  An examination of teaching methods and disciplinary literacy in grades PK-2 mathematics, emphasizing principles and methods for teaching concepts, skills, and relationships, including the use of manipulative materials in mathematics in accordance with national and state standards."
Elementary Education (ELED),ELED 3901.  Teaching Elementary Science Methods.  3 Hours.,"Prerequisites:  EDUC 2999.  The study and application of the developmentally appropriate disciplinary literacy and science instruction for K5 in physical, life, and earth/space sciences.  The course emphasizes standards-based inquiry focusing on constructivist models of student learning of content, attitudes, and skills."
Elementary Education (ELED),ELED 4010.  Differentiated Instruction.  3 Hours.,"Prerequisites: Appropriate 2999 course.  Expansion of candidates’ knowledge and skills regarding appropriate evidence-based practices and theories of learning in grades 1-5 that underlie the teaching and learning processes related to assessment, planning, differentiated instruction, and associated curricular disciplines to meet the needs of diverse learners in general education, inclusive classrooms."
Elementary Education (ELED),ELED 4400.  Social Science Methods in Elementary Education.  3 Hours.,"Prerequisites:  Appropriate 2999 course, and minimum GPA of 2.75.  Corequisite:  ELED 4690, or a practicum approved at the program level.  A study of the content, curriculum, methods, and technology to support instruction in the social sciences in grades P-5."
Elementary Education (ELED),ELED 4420.  Student Teaching Reflective Seminar.  3 Hours.,"Prerequisites: Completion of all core and previous semester professional courses (professional courses with a “C” or higher) and a minimum GPA of 2.75. Corequisite: ELED 4790. Graded “Satisfactory” or “Unsatisfactory.” Examination of the nature, extent, and significance of involving families in the education of children in grades P-5. Interrelationships of home, school, and community agencies are examined in light of various programs, methods, and techniques of parent education. Leadership skills are emphasized in the areas of training, supporting, and guiding with instructional support team members (i.e., paraprofessionals, academic coaches, etc.) and parent and community volunteers within the context of a developmentally appropriate classroom environment. Components of creating an elementary classroom environment that are conducive to learning will be discussed."
Elementary Education (ELED),ELED 4500.  Science Methods in Elementary Education.  3 Hours.,"Prerequisite: Appropriate 2999 course, and minimum GPA of 2.75. Application of developmentally appropriate science programs in the context of standards-based inquiry and focusing on constructivist models of student learning of content, attitudes, and skills. Instructional technology will be integrated with curriculum for grades P-5."
Elementary Education (ELED),ELED 4501.  Methods for Multicultural Education.  3 Hours.,"Prerequisites:  EDUC 2999.  A study of models for teaching cultural issues, ways to support parents and families, and specific language and literacy instructional approaches to support and assess PK-5 English Language Learners."
Elementary Education (ELED),ELED 4502.  Teaching Math Methods for Elementary Ed Part II.  3 Hours.,"Prerequisites:  EDUC 2999 and ELED 3900.  An examination of teaching methods and disciplinary literacy in grades 3-5 mathematics, emphasizing principles and methods for teaching concepts, skills and relationships, including the use of manipulative materials in mathematics in accordance with national and state standards."
Elementary Education (ELED),ELED 4600.  Teaching Social Studies in the Elementary Classroom.  3 Hours.,"Prerequisites:  EDUC 2999.  The study and application of the developmentally appropriate disciplinary literacy, concepts, and modes of inquiry for K-5 social studies."
Elementary Education (ELED),ELED 4601.  Literacy Assessing and Instruction.  3 Hours.,"Prerequisites:  EDUC 2999.  A study of diagnostic and assessment strategies for corrective instruction for struggling elementary readers and writers.  The course includes causes of reading disability, methods of diagnosis, instructional methods for group and individual remedial work, and strategies for successful test taking.  Teacher candidates will be required to apply their learned skills in tutoring experiences."
Elementary Education (ELED),ELED 4690.  Apprenticeship in Elementary Education.  2 Hours.,"Prerequisites: EDUC 2999, minimum GPA of 2.75. Grades 1-5 classroom experience supervised by mentor teachers and university supervisors."
Elementary Education (ELED),ELED 4700.  Elementary Education Practicum.  3 Hours.,Prerequisites:  EDUC 2999.  Grades 1-5 classroom experience supervised by mentor teachers and university supervisors; debriefing sessions after observations focus on professional behavior and observation of appropriate teaching and management strategies.
Elementary Education (ELED),ELED 4790.  Student Teaching in Elementary Education.  10 Hours.,"Prerequisites:  Completion of all core and previous semester professional courses (professional courses with a ""C"" or higher) and a minimum GPA of 2.75.  Corequisite:  ELED 4800.  Graded ""Satisfactory"" or ""Unsatisfactory"".  A full-day, semester-long experience in elementary K-5 classrooms under the supervision of a mentor teacher and a university supervisor."
Elementary Education (ELED),ELED 4800.  Professional Practices Seminar.  2 Hours.,"Prerequisites:  EDUC 2999;.  Completion of all core and professional courses (professional courses with a ""C"" or higher) and a minimum GPA of 2.75.  Co-requisite:  ELED 4790.  Graded ""Satisfactory"" or ""Unsatisfactory"".  Reflection on educational practices and refinement of concepts emanating from student teaching experience."
Elementary Education (ELED),ELED 4801.  Elementary Education Seminar.  2 Hours.,"Prerequisites: EDUC 2999.  Graded ""Satisfactory"" or ""Unsatisfactory"".  A reflection of educational practices and refinement of concepts emanating from student teaching experience."
Elementary Education (ELED),ELED 4802.  Clinical Practice in Elementary Education.  10 Hours.,"Prerequisites:  EDUC 2999 Completion of all core and previous semester professional courses (professional courses with a :""C"" or higher) and a minimum GPA of 2.75.  Graded ""Satisfactory"" or ""Unsatisfactory"".  A full-day, semester-long experience in elementary K-5 classrooms under the supervision of a mentor teacher and a university supervisor."
Elementary Education Special Education (ELES),ELES 3010.  Planning for Effective Teaching and Learning.  4 Hours.,"Prerequisites:  Appropriate 2999 course, and minimum GPA of 2.75. An introduction to the basic principles of  instructional design and lesson planning, emphasizing the interrelationships among content standards, instructional objectives, planning, and assessment.  The course focuses on evidence-based practices and theories in elementary instruction.  A field experience is required."
Elementary Education Special Education (ELES),ELES 3020.  Assessment to Promote Student Learning.  4 Hours.,"Prerequisites:  Appropriate 2999 course, and minimum GPA of 2.75.  The study of the curriculum and assessment strategies needed for effective teaching and learning in the elementary education classroom.  Candidates will develop reliable and valid assessments, make instructional plans and decisions based on data, and measure students' mastery of learning."
Elementary Education Special Education (ELES),ELES 3100.  Developmentally Appropriate Practices.  3 Hours.,"Prerequisite:  EDUC 2999.  An introduction to developmentally appropriate practice (DAP) including considerations for age appropriateness, individual appropriateness, and relevance of teaching strategies and environments to the social and cultural contexts of the children's lives.  The focus of the course in on responsive classroom practices that support children in reaching challenging and achievable goals."
Elementary Education Special Education (ELES),ELES 3210.  Introduction to the Management of Learning Environments.  3 Hours.,"Prerequisites:  EDUC 2999 and a  minimum GPA of 2.75.  Corequisite:  ELED 3690, or a practicum approved at the program level.  Fundamentals of creating classroom environments that are conducive to learning.  The course will focus on individual and group management strategies that facilitate inclusion of students with disabilities in the classroom and basic behavior management principles for students in grades P-5."
Emergent Media and Communication (EMAC),EMAC 2200.  Fundamentals of Emerging Communication.  3 Hours.,"Teaches literacy in digital communication.  This course focuses on the practices and processes of communicating through digital content.  The course will also serve as an orientation to tool sets required for the EMAC program and the emergent media field, and will provide a foundation for more advanced EMAC courses."
Emergent Media and Communication (EMAC),EMAC 2400.  Writing for Emerging Media.  3 Hours.,"Introduction to different styles of writing for emerging media forms.  This course will focus on the foundational components of crafting an effective story and the factors that influence content and delivery.  Potential topics include principles of content creation, narrative reporting, web and feature story writing."
Emergent Media and Communication (EMAC),EMAC 2600.  International Communication.  3 Hours.,"The study of significant cultural differences that inform successful, ethical interaction in a global community.  This course will examine communication contexts ranging from interpersonal contexts to the use of emerging media."
Emergent Media and Communication (EMAC),EMAC 2800.  Research in the Digital Age I.  3 Hours.,"Overview of the basic foundations and principles of communication research.  This course will address quantitative and qualitative communication research methods, as well as audience and message analysis in the digital age.  Potential topics include concepts, methods, and tools used in communication research design, data collection, interpretation, and reporting."
Emergent Media and Communication (EMAC),EMAC 3000.  Mass Communication History and Theory.  3 Hours.,Prerequisites:  Sophomore standing.  Study of the history of media from the printing press through emerging media forms.  This course will address foundational mass communication theories and the impact of mediated communication.
Emergent Media and Communication (EMAC),EMAC 3020.  Managing Communication Processes.  3 Hours.,"Prerequisite:  Sophomore standing.  Introduction to the communication practices and processes of emerging media in organizations.  This course will focus on face-to-face and virtual project design and management, design processes, and meeting management.  Potential topics include the design and management of workflows, and management of communication events."
Emergent Media and Communication (EMAC),EMAC 3040.  Critical Approaches to Emerging Media.  3 Hours.,"Prerequisite:  Junior Standing.  Examination of media products as it relates to issues of power and culture.  This course investigates contemporary media through critical methodologies.  Potential topics include media representation and commodification of audiences, as well as audience consumption and feedback through emergent media forms."
Emergent Media and Communication (EMAC),EMAC 3060.  Research in the Digital Age II.  3 Hours.,"Prerequisite:  EMAC 2800.  Examination of advanced research tools and application.  This course focuses on the design and deployment of research instruments to investigate and develop communication strategies for real-world applications.  Potential topics include data analysis and the communication landscape, as well as the impact of data-driven decisions on communication strategies."
Emergent Media and Communication (EMAC),EMAC 3080.  Visual Communication.  3 Hours.,"Prerequisite:  Sophomore standing.  Fundamentals of visual communication.  This course explores a variety of media, tools, and techniques in the planning and realization of targeted visual messages for intended audiences.  Potential topics include visual language, methodology, cultural context of visual communication, and the principles and practices of creating visual solutions to complex communication problems."
Emergent Media and Communication (EMAC),EMAC 4000.  Emerging Media Ethics and Law.  3 Hours.,"Prerequisite:  Junior standing.  Introduction to the ethical and legal issues posed by emergent media.  This course will address ethical and legal considerations for the Internet, social media, blogs, chat rooms, e-commerce, and other electronic forms of communication as they relate to the media industries."
Emergent Media and Communication (EMAC),EMAC 4100.  Digital Media I: Dynamic Design.  3 Hours.,"Prerequisites:  EMAC 3000 and 3080.  Principles of content creation and traditional media production techniques.  This course will build on previously learned communication theories and methods, and will address digital storytelling across various media channels."
Emergent Media and Communication (EMAC),EMAC 4200.  Digital Media II: Convergent Design.  3 Hours.,"Prerequisite:  EMAC 4100.  Static and dynamic design of messages for multiple media channels.  This course explores the production and distribution of messages across multiple media channels, to create a media mix.  Students will build upon digital storytelling methods to deliver messages for target audiences in each media channel."
Emergent Media and Communication (EMAC),"EMAC 4220.  Advocacy, Civic Engagement, and Emerging Media.  3 Hours.","Prerequisite:  Junior standing.  An introduction to online advocacy and participatory democracy.  This course will address community building, political power, and information gathering and dissemination.  Potential topics include advocacy and democracy as practiced through the Internet, social media, blogs, chat rooms, and other new electronic forms of communication and discourse."
Emergent Media and Communication (EMAC),EMAC 4240.  Research Analytics and Performance.  3 Hours.,"Prerequisite:  EMAC 3060.  Application of research methods, principles, and tools related to emergent media.  This course explores various techniques for presenting data in a professional setting and for the general public.  Using data analytics, this course requires students to propose research designs to collect data about the communication landscape."
Emergent Media and Communication (EMAC),EMAC 4300.  Digital Media III: Emergent Design.  3 Hours.,"Prerequisites:  EMAC 3020 and EMAC 4200.  Application of emergent media technologies for message construction.  This course explores digital media, tools, and techniques for integrated multi-channel campaigns.  Topics include augmented reality, cloud-based technologies, mobile technologies, gamification, audience analysis, and aesthetics.  Students will complete a digital project for their portfolio."
Emergent Media and Communication (EMAC),EMAC 4320.  Business Practices Emergent Media.  3 Hours.,"Prerequisite: Sophomore standing.  Examination of economic practices specific to emerging media.  This course explores the economic structure of traditional media systems, as well as the changing economic structures that drive emergent media and its success.  Potential topics include audience measurement and delivery, ownership, cross-media platforms, and fiscal stability."
Emergent Media and Communication (EMAC),EMAC 4340.  Emerging Media for Professionals.  3 Hours.,"Prerequisite:  Senior standing.  Exploration of professional communication practices for emerging media.  This course explores communication within and between emerging media professionals, and the various publics and audiences with whom they interact."
Emergent Media and Communication (EMAC),EMAC 4952.  EMAC Seminar.  3 Hours.,"A capstone seminar course in which students will compile a final portfolio of work completed during progress through this major, for evaluation by classmates and the instructor.  Students will also be given additional assignments in preparation for work in the professional setting."
Engineering (ENGR),ENGR 1010.  Technological Problem Solving.  3 Hours.,"Prerequisite: MATH 1111 or higher. Development of the features and principles of problem solving techniques based on a variety of fundamental models for general application, such as physical component, sketching, graphical, and mathematical models. Emphasis is placed on solving problems of a technological nature."
Engineering (ENGR),ENGR 2001.  Principles and Applications of Engineering Materials.  3 Hours.,"Prerequisite: CHEM 1211. A treatment of structures, properties, processing, and performance of engineering materials and their relationships. The course introduces the molecular and microstructural basis for electrical, optical, thermal, and mechanical properties of engineering materials including metals, ceramics, polymers, semiconductors, and composites."
Engineering (ENGR),ENGR 2010.  Introduction to Engineering.  3 Hours.,Introduction to engineering and engineering technology disciplines that form the basis for a variety of career opportunities; engineering design as creative problem solving; lessons from design failures; professionalism and ethics; and problem solving using industry standard software.
Engineering (ENGR),ENGR 2200.  Statics.  3 Hours.,"Prerequisite: PHYS 2211K.  Elements of statics in two and three dimensions; forces and moments; particles, objects, and structures in equilibrium; centroids; distributed forces and beams; friction."
Engineering (ENGR),ENGR 2310.  Introduction to Signal Processing.  4 Hours.,"Prerequisites: CS 1301 and MATH 2262. Introduction to signal processing for discrete-time and continuous-time signals. Filtering, frequency response, Fourier Transform, Z Transform. Laboratory emphasizes computer-based signal processing."
Engineering (ENGR),ENGR 2320.  Introduction to Computer Engineering.  3 Hours.,"Prerequisites: CS 1301 and MATH 2262. Computer system and digital design principles; architectural concepts, software, Boolean algebra, number systems, combinational datapath elements, sequential logic, and storage elements; design of DRAM control and I/O bus."
Engineering (ENGR),ENGR 2500.  Engineering Graphics for Design.  3 Hours.,"An introduction to engineering design and three-dimensional visualization, geometric construction, graphical projection and sketching, descriptive geometry, and computer graphics."
Engineering (ENGR),ENGR 3210.  Dynamics.  3 Hours.,"Prerequisite:  PHYS 2211K with a grade of ""C"" or better.   Kinematics and kinetics of particles; kinematics and kinetics of rigid bodies in plane motion; kinematics and kinetics of rigid bodies in three-dimensional motion."
Engineering (ENGR),ENGR 3220.  Mechanics of Deformable Bodies.  3 Hours.,"Prerequisite: ENGR 2200. Definition and analysis of strain and stress, applications to axially loaded elements, torsion of circular shafts and bending of beams, introduction to simple plasticity and column stability."
Engineering (ENGR),ENGR 3320.  Circuit Analysis.  3 Hours.,Prerequisites: ENGR 2310 and PHYS 2212. Corequisite: MATH 3340. Introduction to the basic concepts of DC and AC circuit theory and analysis.
Engineering (ENGR),ENGR 4310.  Thermodynamics.  3 Hours.,"Also offered as PHYS 4310. Prerequisites: PHYS 2212K with a grade of ""C"" or better.  Pre- or Co-requisite:  MATH 2263. Basic principles of classical thermodynamics, which includes open and closed systems for both steady and transient processes."
Engineering (ENGR),ENGR 4800.  Engineering Internship.  3-9 Hours.,"Prerequisite:  MATH 2261, Co-requisite: PHYS 2211K, a minimum GPA of 2.5, and permission of the internship coordinator.  Graded ""Satisfactory"" or ""Unsatisfactory"".  Active participation in supervised research or applied engineering project.  Credit hours are determined by the engineering internship coordinator and are based on the project.  A daily log of activities, a report on work done and experience gained or a research paper related to the project performed are required."
Engineering (ENGR),ENGR 4950.  Directed Study in Engineering.  1-3 Hours.,"Prerequisites: Junior standing; permission of advisor, instructor, and Department Head. Study in an area or subject not normally found in established courses offered by the department; may also allow student to explore in more depth an area or subject covered by the pre-engineering program. Up to maximum of 3 hours."
Engineering Technology (ENGT),ENGT 2010.  Introduction to Engineering Technology.  3 Hours.,Introduction to engineering and engineering technology disciplines that form the basis for a variety of career opportunities; engineering design as creative problem solving; lessons from design failures; professionalism and ethics; and problem solving using industry standard software.
Engineering Technology (ENGT),ENGT 2500.  Engineering Graphics for Design.  3 Hours.,"An introduction to engineering design and three-dimensional visualization, geometric construction, graphical projection and sketching, descriptive geometry, and computer graphics."
Engineering Technology (ENGT),ENGT 2510.  Statistics in Engineering Technology.  3 Hours.,"Study and application of probability theory in the solution of industrial and manufacturing problems.  Topics include descriptive statistics, hypothesis testing, probability and the normal curve, inferential statistics, confidence intervals and computer applications."
Engineering Technology (ENGT),ENGT 2520.  Engineering Economics.  3 Hours.,"Prerequisites:  MATH 1111, 1112, or 1113.  Deals with aspects of investment analysis relating to equipment justification, retirement and replacement in industry; includes the evaluation of decision alternatives using different economic criteria."
Engineering Technology (ENGT),ENGT 2530.  Statics.  3 Hours.,"Prerequisite:  PHYS 1111K or 2211K.  Selected topics of statics including equilibrium conditions, summation of forces and moment of a force in 2D and 3D; centroid, distributed loads, internal forces in trusses, frames and machines, and shear and moment diagrams in beams."
Engineering Technology (ENGT),ENGT 3100.  Six Sigma and Lean Manufacturing.  3 Hours.,A combination of lean manufacturing and Six Sigma to learn how to use collaborative team effort to improve performance by systematically removing waste and reducing variation.
